year,sex,name,ranking
1954,F,DOROTHY,67
1954,F,SARAH,68
1954,F,FRANCES,69
1954,F,JOSEPHINE,70
1954,F,JILL,71
1954,F,JOYCE,72
1954,F,HAZEL,73
1954,F,ANNETTE,74
1954,F,BEVERLEY,75
1954,F,GAIL,76
1954,F,RITA,77
1954,F,GERALDINE,78
1954,F,DIANA,79
1954,F,CAROLYN,80
1954,F,CHRISTINA,81
1954,F,PENELOPE,82
1954,F,JEANETTE,83
1954,F,SUZANNE,84
1954,F,AMANDA,85
1954,F,DAWN,86
1954,F,THERESA,87
1954,F,ANNA,88
1954,F,JOY,89
1954,F,DOREEN,90
1954,F,FIONA,91
1954,F,CHERYL,92
1954,F,KAY,93
1954,F,GLYNIS,94
1954,F,ANITA,95
1954,F,STEPHANIE,96
1954,F,NICOLA,97
1954,F,VERONICA,98
1954,F,ANDREA,99
1954,F,AUDREY,100
1964,M,DAVID,1
1964,M,PAUL,2
1964,M,ANDREW,3
1964,M,MARK,4
1964,M,JOHN,5
1964,M,MICHAEL,6
1964,M,STEPHEN,7
1964,M,IAN,8
1964,M,ROBERT,9
1964,M,RICHARD,10
1964,M,CHRISTOPHER,11
1964,M,PETER,12
1964,M,SIMON,13
1964,M,ANTHONY,14
1964,M,KEVIN,15
1964,M,GARY,16
1964,M,STEVEN,17
1964,M,MARTIN,18
1964,M,JAMES,19
1964,M,PHILIP,20
1964,M,ALAN,21
1964,M,NEIL,22
1964,M,NIGEL,23
1964,M,TIMOTHY,24
1964,M,COLIN,25
1964,M,GRAHAM,26
1964,M,JONATHAN,27
1964,M,NICHOLAS,28
1964,M,WILLIAM,29
1964,M,ADRIAN,30
1964,M,BRIAN,31
1964,M,STUART,32
1964,M,KEITH,33
1964,M,THOMAS,34
1964,M,PATRICK,35
1964,M,SEAN,36
1964,M,CARL,37
1964,M,TREVOR,38
1964,M,WAYNE,39
1964,M,SHAUN,40
1964,M,KENNETH,41
1964,M,BARRY,42
1964,M,DEREK,43
1964,M,DEAN,44
1964,M,RAYMOND,45
1964,M,ANTONY,46
1964,M,JEREMY,47
1964,M,JOSEPH,48
1964,M,EDWARD,49
1964,M,LEE,50
1964,M,TERENCE,51
1964,M,MATTHEW,52
1964,M,DANIEL,53
1964,M,GEORGE,54
1964,M,RUSSELL,55
1964,M,CHARLES,56
1964,M,JEFFREY,57
1964,M,CLIVE,58
1964,M,PHILLIP,59
1964,M,CRAIG,60
1964,M,ROGER,61
1964,M,JULIAN,62
1964,M,GEOFFREY,63
1964,M,KARL,64
1964,M,MALCOLM,65
1964,M,DARREN,66
1964,M,TONY,67
1964,M,ADAM,68
1964,M,ROBIN,69
1964,M,GARRY,70
1964,M,ROY,71
1964,M,VINCENT,72
1964,M,MOHAMMED,73
1964,M,GORDON,74
1964,M,DUNCAN,75
1964,M,LESLIE,76
1964,M,ALEXANDER,77
1964,M,GREGORY,78
1964,M,GARETH,79
1964,M,RONALD,80
1964,M,DOUGLAS,81
1964,M,FRANCIS,82
1964,M,STEWART,83
1964,M,GRAEME,84
1964,M,GUY,85
1964,M,TERRY,86
1964,M,MARTYN,87
1964,M,ERIC,88
1964,M,ALLAN,89
1964,M,GERARD,90
1964,M,GERALD,91
1964,M,HOWARD,92
1964,M,JASON,93
1964,M,IAIN,94
1964,M,GLENN,95
1964,M,DENNIS,96
1964,M,GAVIN,97
1964,M,BRUCE,98
1964,M,DONALD,99
1964,M,DOMINIC,100
1964,F,SUSAN,1
1964,F,JULIE,2
1964,F,KAREN,3
1964,F,JACQUELINE,4
1964,F,DEBORAH,5
1964,F,TRACEY,6
1964,F,JANE,7
1964,F,HELEN,8
1964,F,DIANE,9
1964,F,SHARON,10
1964,F,TRACY,11
1964,F,ANGELA,12
1964,F,SARAH,13
1964,F,ALISON,14
1964,F,CAROLINE,15
1964,F,AMANDA,16
1964,F,SANDRA,17
1964,F,LINDA,18
1964,F,CATHERINE,19
1964,F,ELIZABETH,20
1964,F,CAROL,21
1964,F,JOANNE,22
1964,F,WENDY,23
1964,F,JANET,24
1964,F,DAWN,25
1964,F,CHRISTINE,26
1964,F,NICOLA,27
1964,F,GILLIAN,28
1964,F,SALLY,29
1964,F,MARIA,30
1964,F,MICHELLE,31
1964,F,DEBRA,32
1964,F,PAULA,33
1964,F,ANNE,34
1964,F,LORRAINE,35
1964,F,PATRICIA,36
1964,F,MARY,37
1964,F,DENISE,38
1964,F,MARGARET,39
1964,F,ANN,40
1964,F,BEVERLEY,41
1964,F,DONNA,42
1964,F,ELAINE,43
1964,F,FIONA,44
1964,F,JENNIFER,45
1964,F,LESLEY,46
1964,F,LOUISE,47
1964,F,MANDY,48
1964,F,TINA,49
1964,F,JAYNE,50
1964,F,SUZANNE,51
1964,F,ANDREA,52
1964,F,PAULINE,53
1964,F,LISA,54
1964,F,CLAIRE,55
1964,F,KIM,56
1964,F,JULIA,57
1964,F,TERESA,58
1964,F,HEATHER,59
1964,F,KATHRYN,60
1964,F,LYNN,61
1964,F,RUTH,62
1964,F,YVONNE,63
1964,F,JUDITH,64
1964,F,MELANIE,65
1964,F,MARIE,66
1964,F,PAMELA,67
1964,F,CAROLE,68
1964,F,BARBARA,69
1964,F,GAIL,70
1964,F,LYNNE,71
1964,F,CLARE,72
1964,F,JANICE,73
1964,F,RACHEL,74
1964,F,JILL,75
1964,F,KATHERINE,76
1964,F,KATHLEEN,77
1964,F,SHIRLEY,78
1964,F,ANNETTE,79
1964,F,CAROLYN,80
1964,F,ANNA,81
1964,F,SARA,82
1964,F,VALERIE,83
1964,F,CHERYL,84
1964,F,JEANETTE,85
1964,F,KAY,86
1964,F,ANITA,87
1964,F,MAXINE,88
1964,F,FRANCES,89
1964,F,JOANNA,90
1964,F,THERESA,91
1964,F,DEBBIE,92
1964,F,LYNDA,93
1964,F,MAUREEN,94
1964,F,ROSEMARY,95
1964,F,MICHELE,96
1964,F,LAURA,97
1964,F,REBECCA,98
1964,F,SHEILA,99
1964,F,STEPHANIE,100
1974,M,PAUL,1
1974,M,MARK,2
1974,M,DAVID,3
1974,M,ANDREW,4
1974,M,RICHARD,5
1974,M,CHRISTOPHER,6
1974,M,JAMES,7
1974,M,SIMON,8
1974,M,MICHAEL,9
1974,M,MATTHEW,10
1974,M,STEPHEN,11
1974,M,LEE,12
1974,M,JOHN,13
1974,M,ROBERT,14
1974,M,DARREN,15
1974,M,DANIEL,16
1974,M,STEVEN,17
1974,M,JASON,18
1974,M,NICHOLAS,19
1974,M,JONATHAN,20
1974,M,IAN,21
1974,M,NEIL,22
1974,M,PETER,23
1974,M,STUART,24
1974,M,ANTHONY,25
1974,M,MARTIN,26
1974,M,KEVIN,27
1974,M,CRAIG,28
1974,M,PHILIP,29
1974,M,GARY,30
1974,M,SCOTT,31
1974,M,WAYNE,32
1974,M,TIMOTHY,33
1974,M,BENJAMIN,34
1974,M,ADAM,35
1974,M,ALAN,36
1974,M,DEAN,37
1974,M,ADRIAN,38
1974,M,CARL,39
1974,M,THOMAS,40
1974,M,WILLIAM,41
1974,M,GRAHAM,42
1974,M,ALEXANDER,43
1974,M,COLIN,44
1974,M,JAMIE,45
1974,M,GARETH,46
1974,M,JUSTIN,47
1974,M,BARRY,48
1974,M,CHRISTIAN,49
1974,M,KARL,50
1974,M,BRIAN,51
1974,M,EDWARD,52
1974,M,KEITH,53
1974,M,MARC,54
1974,M,NIGEL,55
1974,M,SEAN,56
1974,M,SHAUN,57
1974,M,NATHAN,58
1974,M,JOSEPH,59
1974,M,RUSSELL,60
1974,M,MOHAMMED,61
1974,M,JEREMY,62
1974,M,PHILLIP,63
1974,M,DAMIAN,64
1974,M,SHANE,65
1974,M,DUNCAN,66
1974,M,PATRICK,67
1974,M,JULIAN,68
1974,M,DOMINIC,69
1974,M,CHARLES,70
1974,M,MARCUS,71
1974,M,GAVIN,72
1974,M,TONY,73
1974,M,ANTONY,74
1974,M,ROBIN,75
1974,M,TREVOR,76
1974,M,GLEN,77
1974,M,IAIN,78
1974,M,RYAN,79
1974,M,MARTYN,80
1974,M,GREGORY,81
1974,M,SAMUEL,82
1974,M,GEORGE,83
1974,M,OLIVER,84
1974,M,RAYMOND,85
1974,M,ABDUL,86
1974,M,MATHEW,87
1974,M,STEWART,88
1974,M,MALCOLM,89
1974,M,GARRY,90
1974,M,LEON,91
1974,M,BRETT,92
1974,M,TERRY,93
1974,M,KENNETH,94
1974,M,LUKE,95
1974,M,ROGER,96
1974,M,GLENN,97
1974,M,LEIGH,98
1974,M,TERENCE,99
1974,M,DEREK,100
1974,F,SARAH,1
1974,F,CLAIRE,2
1974,F,NICOLA,3
1974,F,EMMA,4
1974,F,LISA,5
1974,F,JOANNE,6
1974,F,MICHELLE,7
1974,F,HELEN,8
1974,F,SAMANTHA,9
1974,F,KAREN,10
1974,F,AMANDA,11
1974,F,RACHEL,12
1974,F,LOUISE,13
1974,F,JULIE,14
1974,F,CLARE,15
1974,F,REBECCA,16
1974,F,SHARON,17
1974,F,VICTORIA,18
1974,F,CAROLINE,19
1974,F,SUSAN,20
1974,F,ALISON,21
1974,F,CATHERINE,22
1974,F,ELIZABETH,23
1974,F,DEBORAH,24
1974,F,DONNA,25
1974,F,TRACEY,26
1974,F,TRACY,27
1974,F,ANGELA,28
1974,F,JANE,29
1974,F,ZOE,30
1974,F,KERRY,31
1974,F,MELANIE,32
1974,F,SALLY,33
1974,F,JENNIFER,34
1974,F,DAWN,35
1974,F,ANDREA,36
1974,F,SUZANNE,37
1974,F,LUCY,38
1974,F,JOANNA,39
1974,F,ANNA,40
1974,F,CHARLOTTE,41
1974,F,PAULA,42
1974,F,KATHERINE,43
1974,F,MARIA,44
1974,F,MARIE,45
1974,F,FIONA,46
1974,F,KELLY,47
1974,F,NATALIE,48
1974,F,KATHRYN,49
1974,F,JACQUELINE,50
1974,F,WENDY,51
1974,F,SARA,52
1974,F,HAYLEY,53
1974,F,LAURA,54
1974,F,NATASHA,55
1974,F,RUTH,56
1974,F,LORRAINE,57
1974,F,TINA,58
1974,F,RACHAEL,59
1974,F,ANNE,60
1974,F,STEPHANIE,61
1974,F,KIRSTY,62
1974,F,CHRISTINE,63
1974,F,JULIA,64
1974,F,GILLIAN,65
1974,F,CHERYL,66
1974,F,HANNAH,67
1974,F,VANESSA,68
1974,F,ANN,69
1974,F,JAYNE,70
1974,F,DIANE,71
1974,F,HEATHER,72
1974,F,SANDRA,73
1974,F,TERESA,74
1974,F,KATE,75
1974,F,LINDA,76
1974,F,MARY,77
1974,F,ELAINE,78
1974,F,GEORGINA,79
1974,F,EMILY,80
1974,F,KATIE,81
1974,F,ALEXANDRA,82
1974,F,NICHOLA,83
1974,F,CAROL,84
1974,F,SOPHIE,85
1974,F,HEIDI,86
1974,F,KIM,87
1974,F,TANYA,88
1974,F,PATRICIA,89
1974,F,BEVERLEY,90
1974,F,LEANNE,91
1974,F,DENISE,92
1974,F,TARA,93
1974,F,CLAIR,94
1974,F,SONIA,95
1974,F,DEBBIE,96
1974,F,LESLEY,97
1974,F,ANITA,98
1974,F,LINDSEY,99
1974,F,DEBRA,100
1984,M,CHRISTOPHER,1
1984,M,JAMES,2
1984,M,DAVID,3
1984,M,DANIEL,4
1984,M,MICHAEL,5
1984,M,MATTHEW,6
1984,M,ANDREW,7
1984,M,RICHARD,8
1984,M,PAUL,9
1984,M,MARK,10
1984,M,THOMAS,11
1984,M,ADAM,12
1984,M,ROBERT,13
1984,M,JOHN,14
1984,M,LEE,15
1984,M,BENJAMIN,16
1984,M,STEVEN,17
1984,M,JONATHAN,18
1984,M,CRAIG,19
1984,M,STEPHEN,20
1984,M,SIMON,21
1984,M,NICHOLAS,22
1984,M,PETER,23
1984,M,ANTHONY,24
1984,M,ALEXANDER,25
1984,M,GARY,26
1984,M,IAN,27
1984,M,RYAN,28
1984,M,LUKE,29
1984,M,JAMIE,30
1984,M,STUART,31
1984,M,PHILIP,32
1984,M,DARREN,33
1984,M,WILLIAM,34
1984,M,GARETH,35
1984,M,MARTIN,36
1984,M,KEVIN,37
1984,M,SCOTT,38
1984,M,DEAN,39
1984,M,JOSEPH,40
1984,M,JASON,41
1984,M,NEIL,42
1984,M,SAMUEL,43
1984,M,CARL,44
1984,M,BEN,45
1984,M,SEAN,46
1984,M,TIMOTHY,47
1984,M,OLIVER,48
1984,M,ASHLEY,49
1984,M,WAYNE,50
1984,M,EDWARD,51
1984,M,SHAUN,52
1984,M,AARON,53
1984,M,MOHAMMED,54
1984,M,GAVIN,55
1984,M,LIAM,56
1984,M,NATHAN,57
1984,M,ALAN,58
1984,M,GRAHAM,59
1984,M,ROSS,60
1984,M,KARL,61
1984,M,MARC,62
1984,M,ADRIAN,63
1984,M,PHILLIP,64
1984,M,PATRICK,65
1984,M,LEWIS,66
1984,M,COLIN,67
1984,M,RUSSELL,68
1984,M,CHARLES,69
1984,M,SHANE,70
1984,M,GEORGE,71
1984,M,SAM,72
1984,M,MATHEW,73
1984,M,JACK,74
1984,M,RICKY,75
1984,M,DALE,76
1984,M,TONY,77
1984,M,JOSHUA,78
1984,M,ALEX,79
1984,M,DOMINIC,80
1984,M,BARRY,81
1984,M,LEON,82
1984,M,MOHAMMAD,83
1984,M,TERRY,84
1984,M,GREGORY,85
1984,M,DANNY,86
1984,M,BRIAN,87
1984,M,KEITH,88
1984,M,ANTONY,89
1984,M,KIERAN,90
1984,M,JUSTIN,91
1984,M,BRADLEY,92
1984,M,JORDAN,93
1984,M,MARTYN,94
1984,M,LEIGH,95
1984,M,ABDUL,96
1984,M,DAMIEN,97
1984,M,STEWART,98
1984,M,ROBIN,99
1984,M,IAIN,100
1984,F,SARAH,1
1984,F,LAURA,2
1984,F,GEMMA,3
1984,F,EMMA,4
1984,F,REBECCA,5
1984,F,CLAIRE,6
1984,F,VICTORIA,7
1984,F,SAMANTHA,8
1984,F,RACHEL,9
1984,F,AMY,10
1984,F,JENNIFER,11
1984,F,NICOLA,12
1984,F,KATIE,13
1984,F,LISA,14
1984,F,KELLY,15
1984,F,NATALIE,16
1984,F,LOUISE,17
1984,F,MICHELLE,18
1984,F,HAYLEY,19
1984,F,HANNAH,20
1984,F,HELEN,21
1984,F,CHARLOTTE,22
1984,F,JOANNE,23
1984,F,LUCY,24
1984,F,ELIZABETH,25
1984,F,LEANNE,26
1984,F,DANIELLE,27
1984,F,DONNA,28
1984,F,KATHERINE,29
1984,F,CLARE,30
1984,F,STEPHANIE,31
1984,F,STACEY,32
1984,F,LAUREN,33
1984,F,JOANNA,34
1984,F,KERRY,35
1984,F,EMILY,36
1984,F,CATHERINE,37
1984,F,SOPHIE,38
1984,F,ANNA,39
1984,F,JESSICA,40
1984,F,ZOE,41
1984,F,KIRSTY,42
1984,F,KIMBERLEY,43
1984,F,KATE,44
1984,F,JENNA,45
1984,F,CAROLINE,46
1984,F,NATASHA,47
1984,F,RACHAEL,48
1984,F,AMANDA,49
1984,F,KATHRYN,50
1984,F,KAREN,51
1984,F,ALEXANDRA,52
1984,F,JODIE,53
1984,F,ALISON,54
1984,F,SARA,55
1984,F,JEMMA,56
1984,F,CARLY,57
1984,F,HEATHER,58
1984,F,HOLLY,59
1984,F,RUTH,60
1984,F,FIONA,61
1984,F,MELISSA,62
1984,F,ANGELA,63
1984,F,SUZANNE,64
1984,F,KATY,65
1984,F,MARIE,66
1984,F,NAOMI,67
1984,F,CHERYL,68
1984,F,MELANIE,69
1984,F,SALLY,70
1984,F,JULIE,71
1984,F,CHARLENE,72
1984,F,JADE,73
1984,F,SIAN,74
1984,F,TRACEY,75
1984,F,ELEANOR,76
1984,F,DEBORAH,77
1984,F,MARIA,78
1984,F,LINDSEY,79
1984,F,ABIGAIL,80
1984,F,LINDSAY,81
1984,F,SUSAN,82
1984,F,ALICE,83
1984,F,GEORGINA,84
1984,F,AIMEE,85
1984,F,JANE,86
1984,F,KIM,87
1984,F,CARLA,88
1984,F,CHRISTINE,89
1984,F,DAWN,90
1984,F,TANYA,91
1984,F,JENNY,92
1984,F,ANDREA,93
1984,F,LYNDSEY,94
1984,F,JACQUELINE,95
1984,F,LYNSEY,96
1984,F,CHLOE,97
1984,F,MARY,98
1984,F,LEAH,99
1984,F,TONI,100
1994,M,THOMAS,1
1994,M,JAMES,2
1994,M,JACK,3
1994,M,DANIEL,4
1994,M,MATTHEW,5
1994,M,RYAN,6
1994,M,JOSHUA,7
1994,M,LUKE,8
1994,M,SAMUEL,9
1994,M,JORDAN,10
1994,M,ADAM,11
1994,M,MICHAEL,12
1994,M,ALEXANDER,13
1994,M,CHRISTOPHER,14
1994,M,BENJAMIN,15
1994,M,JOSEPH,16
1994,M,LIAM,17
1994,M,JAKE,18
1994,M,WILLIAM,19
1994,M,ANDREW,20
1994,M,GEORGE,21
1994,M,LEWIS,22
1994,M,OLIVER,23
1994,M,DAVID,24
1994,M,ROBERT,25
1994,M,JAMIE,26
1994,M,NATHAN,27
1994,M,CONNOR,28
1994,M,JONATHAN,29
1994,M,HARRY,30
1994,M,CALLUM,31
1994,M,AARON,32
1994,M,ASHLEY,33
1994,M,BRADLEY,34
1994,M,JACOB,35
1994,M,KIERAN,36
1994,M,SCOTT,37
1994,M,SAM,38
1994,M,JOHN,39
1994,M,BEN,40
1994,M,MOHAMMED,41
1994,M,NICHOLAS,42
1994,M,KYLE,43
1994,M,CHARLES,44
1994,M,MARK,45
1994,M,SEAN,46
1994,M,EDWARD,47
1994,M,STEPHEN,48
1994,M,RICHARD,49
1994,M,ALEX,50
1994,M,PETER,51
1994,M,DOMINIC,52
1994,M,JOE,53
1994,M,REECE,54
1994,M,LEE,55
1994,M,RHYS,56
1994,M,STEVEN,57
1994,M,ANTHONY,58
1994,M,CHARLIE,59
1994,M,PAUL,60
1994,M,CRAIG,61
1994,M,JASON,62
1994,M,DALE,63
1994,M,ROSS,64
1994,M,CAMERON,65
1994,M,LOUIS,66
1994,M,DEAN,67
1994,M,CONOR,68
1994,M,SHANE,69
1994,M,ELLIOT,70
1994,M,PATRICK,71
1994,M,MAX,72
1994,M,SHAUN,73
1994,M,HENRY,74
1994,M,SIMON,75
1994,M,TIMOTHY,76
1994,M,MITCHELL,77
1994,M,BILLY,78
1994,M,PHILIP,79
1994,M,JOEL,80
1994,M,JOSH,81
1994,M,MARCUS,82
1994,M,DYLAN,83
1994,M,CARL,84
1994,M,ELLIOTT,85
1994,M,BRANDON,86
1994,M,MARTIN,87
1994,M,TOBY,88
1994,M,STUART,89
1994,M,GARETH,90
1994,M,DANNY,91
1994,M,CHRISTIAN,92
1994,M,TOM,93
1994,M,DECLAN,94
1994,M,KARL,95
1994,M,MOHAMMAD,96
1994,M,MATHEW,97
1994,M,JAY,98
1994,M,OWEN,99
1994,M,DARREN,100
1994,F,REBECCA,1
1994,F,LAUREN,2
1994,F,JESSICA,3
1994,F,CHARLOTTE,4
1994,F,HANNAH,5
1994,F,SOPHIE,6
1994,F,AMY,7
1994,F,EMILY,8
1994,F,LAURA,9
1994,F,EMMA,10
1994,F,CHLOE,11
1994,F,SARAH,12
1994,F,LUCY,13
1994,F,KATIE,14
1994,F,BETHANY,15
1994,F,JADE,16
1994,F,MEGAN,17
1994,F,ALICE,18
1994,F,RACHEL,19
1994,F,SAMANTHA,20
1994,F,DANIELLE,21
1994,F,HOLLY,22
1994,F,ABIGAIL,23
1994,F,OLIVIA,24
1994,F,STEPHANIE,25
1994,F,ELIZABETH,26
1994,F,VICTORIA,27
1994,F,NATASHA,28
1994,F,GEORGIA,29
1994,F,ZOE,30
1994,F,NATALIE,31
1994,F,ELEANOR,32
1994,F,SHANNON,33
1994,F,PAIGE,34
1994,F,GEORGINA,35
1994,F,GEMMA,36
1994,F,NICOLE,37
1994,F,CHELSEA,38
1994,F,KIRSTY,39
1994,F,ALEXANDRA,40
1994,F,MELISSA,41
1994,F,JENNIFER,42
1994,F,HAYLEY,43
1994,F,LOUISE,44
1994,F,KATHERINE,45
1994,F,JODIE,46
1994,F,GRACE,47
1994,F,ANNA,48
1994,F,MOLLY,49
1994,F,AMBER,50
1994,F,JASMINE,51
1994,F,KAYLEIGH,52
1994,F,KELLY,53
1994,F,HARRIET,54
1994,F,ASHLEIGH,55
1994,F,CATHERINE,56
1994,F,LEAH,57
1994,F,NICOLA,58
1994,F,FRANCESCA,59
1994,F,NAOMI,60
1994,F,KATE,61
1994,F,ABBIE,62
1994,F,CLAIRE,63
1994,F,LEANNE,64
1994,F,RACHAEL,65
1994,F,ROSIE,66
1994,F,AIMEE,67
1994,F,ELLIE,68
1994,F,SIAN,69
1994,F,KIMBERLEY,70
1994,F,LYDIA,71
1994,F,HOLLIE,72
1994,F,STACEY,73
1994,F,BETHAN,74
1994,F,AMELIA,75
1994,F,BETH,76
1994,F,KATHRYN,77
1994,F,HEATHER,78
1994,F,LISA,79
1994,F,HELEN,80
1994,F,ELLA,81
1994,F,ROBYN,82
1994,F,CHANTELLE,83
1994,F,ELLEN,84
1994,F,DAISY,85
1994,F,DEMI,86
1994,F,COURTNEY,87
1994,F,GABRIELLE,88
1994,F,YASMIN,89
1994,F,LILY,90
1994,F,RHIANNON,91
1994,F,MARIA,92
1994,F,KERRY,93
1994,F,IMOGEN,94
1994,F,REBEKAH,95
1994,F,JORDAN,96
1994,F,JOANNA,97
1994,F,CAITLIN,98
1994,F,JEMMA,99
1994,F,TONI,100
